date,adj_close_cl_f,close_cl_f,high_cl_f,low_cl_f,open_cl_f,volume_cl_f
2024-03-15,81.04000091552734,81.04000091552734,81.44999694824219,80.48999786376953,81.13999938964844,185078
2024-03-18,82.72000122070312,82.72000122070312,83.08999633789062,81.01000213623047,81.02999877929688,84718
2024-03-19,83.47000122070312,83.47000122070312,83.8499984741211,82.38999938964844,82.8499984741211,76814
2024-03-20,81.68000030517578,81.68000030517578,83.20999908447266,81.44000244140625,83.19999694824219,351161
2024-03-21,81.06999969482422,81.06999969482422,81.91999816894531,80.30000305175781,81.48999786376953,266860
2024-03-22,80.62999725341797,80.62999725341797,81.44999694824219,80.41999816894531,80.83999633789062,231101
2024-03-25,81.94999694824219,81.94999694824219,82.4800033569336,80.58999633789062,80.8499984741211,300360
2024-03-26,81.62000274658203,81.62000274658203,82.36000061035156,81.22000122070312,81.94000244140625,235845
2024-03-27,81.3499984741211,81.3499984741211,81.73999786376953,80.55000305175781,81.29000091552734,249964
2024-03-28,83.16999816894531,83.16999816894531,83.20999908447266,81.5199966430664,81.70999908447266,293774
